sampleName	cellAnno	cellIden
human1_lib2.final_cell_0107	beta	4
human1_lib2.final_cell_0108	beta	4
human1_lib2.final_cell_0109	beta	4
human1_lib2.final_cell_0110	beta	4
human1_lib2.final_cell_0111	acinar	1
human1_lib2.final_cell_0112	acinar	1
human1_lib2.final_cell_0113	beta	4
human1_lib2.final_cell_0114	alpha	3
human1_lib2.final_cell_0115	beta	4
human1_lib2.final_cell_0116	delta	5
human1_lib2.final_cell_0117	beta	4
human1_lib2.final_cell_0118	beta	4
human1_lib2.final_cell_0119	beta	4
human1_lib2.final_cell_0120	beta	4
human1_lib2.final_cell_0121	beta	4
human1_lib2.final_cell_0122	ductal	6
human1_lib2.final_cell_0123	beta	4
human1_lib2.final_cell_0124	acinar	1
human1_lib2.final_cell_0125	beta	4
human1_lib2.final_cell_0126	acinar	1
human1_lib2.final_cell_0127	beta	4
human1_lib2.final_cell_0128	ductal	6
human1_lib2.final_cell_0129	beta	4
human1_lib2.final_cell_0130	activated_stellate	2
human1_lib2.final_cell_0131	alpha	3
human1_lib2.final_cell_0132	beta	4
human1_lib2.final_cell_0133	delta	5
human1_lib2.final_cell_0134	delta	5
human1_lib2.final_cell_0135	beta	4
human1_lib2.final_cell_0136	beta	4
human1_lib2.final_cell_0137	beta	4
human1_lib2.final_cell_0138	beta	4
human1_lib2.final_cell_0139	acinar	1
human1_lib2.final_cell_0140	beta	4
human1_lib2.final_cell_0141	beta	4
human1_lib2.final_cell_0142	beta	4
human1_lib2.final_cell_0143	delta	5
human1_lib2.final_cell_0144	beta	4
human1_lib2.final_cell_0145	ductal	6
human1_lib2.final_cell_0146	beta	4
human1_lib2.final_cell_0147	beta	4
human1_lib2.final_cell_0148	ductal	6
human1_lib2.final_cell_0149	macrophage	10
human1_lib2.final_cell_0150	beta	4
human1_lib2.final_cell_0151	delta	5
human1_lib2.final_cell_0152	beta	4
human1_lib2.final_cell_0153	beta	4
human1_lib2.final_cell_0154	beta	4
human1_lib2.final_cell_0155	beta	4
human1_lib2.final_cell_0156	beta	4
human1_lib2.final_cell_0157	activated_stellate	2
human1_lib2.final_cell_0158	beta	4
human1_lib2.final_cell_0159	beta	4
human1_lib2.final_cell_0160	ductal	6
human1_lib2.final_cell_0161	beta	4
human1_lib2.final_cell_0162	beta	4
human1_lib2.final_cell_0163	beta	4
human1_lib2.final_cell_0164	beta	4
human1_lib2.final_cell_0165	beta	4
human1_lib2.final_cell_0166	delta	5
human1_lib2.final_cell_0167	beta	4
human1_lib2.final_cell_0168	beta	4
human1_lib2.final_cell_0169	delta	5
human1_lib2.final_cell_0170	beta	4
human1_lib2.final_cell_0171	beta	4
human1_lib2.final_cell_0172	beta	4
human1_lib2.final_cell_0173	beta	4
human1_lib2.final_cell_0174	alpha	3
human1_lib2.final_cell_0175	beta	4
human1_lib2.final_cell_0176	beta	4
human1_lib2.final_cell_0177	acinar	1
human1_lib2.final_cell_0178	beta	4
human1_lib2.final_cell_0179	beta	4
human1_lib2.final_cell_0180	beta	4
human1_lib2.final_cell_0181	beta	4
human1_lib2.final_cell_0182	ductal	6
human1_lib2.final_cell_0183	beta	4
human1_lib2.final_cell_0184	delta	5
human1_lib2.final_cell_0185	beta	4
human1_lib2.final_cell_0186	alpha	3
human1_lib2.final_cell_0187	beta	4
human1_lib2.final_cell_0188	beta	4
human1_lib2.final_cell_0189	beta	4
human1_lib2.final_cell_0190	beta	4
human1_lib2.final_cell_0191	delta	5
human1_lib2.final_cell_0192	beta	4
human1_lib2.final_cell_0193	beta	4
human1_lib2.final_cell_0194	delta	5
human1_lib2.final_cell_0195	beta	4
human1_lib2.final_cell_0196	beta	4
human1_lib2.final_cell_0197	beta	4
human1_lib2.final_cell_0198	beta	4
human1_lib2.final_cell_0199	beta	4
human1_lib2.final_cell_0200	beta	4
human1_lib2.final_cell_0201	beta	4
human1_lib2.final_cell_0202	gamma	9
human1_lib2.final_cell_0203	beta	4
human1_lib2.final_cell_0204	beta	4
human1_lib2.final_cell_0205	delta	5
human1_lib2.final_cell_0206	ductal	6
human1_lib2.final_cell_0207	beta	4
human1_lib2.final_cell_0208	beta	4
human1_lib2.final_cell_0209	beta	4
human1_lib2.final_cell_0210	delta	5
human1_lib2.final_cell_0211	beta	4
human1_lib2.final_cell_0212	ductal	6
human1_lib2.final_cell_0213	beta	4
human1_lib2.final_cell_0214	beta	4
human1_lib2.final_cell_0215	beta	4
human1_lib2.final_cell_0216	beta	4
human1_lib2.final_cell_0217	ductal	6
human1_lib2.final_cell_0218	activated_stellate	2
human1_lib2.final_cell_0219	beta	4
human1_lib2.final_cell_0220	alpha	3
human1_lib2.final_cell_0221	beta	4
human1_lib2.final_cell_0222	beta	4
human1_lib2.final_cell_0223	activated_stellate	2
human1_lib2.final_cell_0224	alpha	3
human1_lib2.final_cell_0225	acinar	1
human1_lib2.final_cell_0226	gamma	9
human1_lib2.final_cell_0227	beta	4
human1_lib2.final_cell_0228	beta	4
human1_lib2.final_cell_0229	beta	4
human1_lib2.final_cell_0230	delta	5
human1_lib2.final_cell_0231	alpha	3
human1_lib2.final_cell_0232	endothelial	7
human1_lib2.final_cell_0233	gamma	9
human1_lib2.final_cell_0234	beta	4
human1_lib2.final_cell_0235	alpha	3
human1_lib2.final_cell_0236	beta	4
human1_lib2.final_cell_0237	beta	4
human1_lib2.final_cell_0238	beta	4
human1_lib2.final_cell_0239	beta	4
human1_lib2.final_cell_0240	beta	4
human1_lib2.final_cell_0241	endothelial	7
human1_lib2.final_cell_0242	beta	4
human1_lib2.final_cell_0243	delta	5
human1_lib2.final_cell_0244	beta	4
human1_lib2.final_cell_0245	alpha	3
human1_lib2.final_cell_0246	beta	4
human1_lib2.final_cell_0247	alpha	3
human1_lib2.final_cell_0248	alpha	3
human1_lib2.final_cell_0249	delta	5
human1_lib2.final_cell_0250	alpha	3
human1_lib2.final_cell_0251	ductal	6
human1_lib2.final_cell_0252	beta	4
human1_lib2.final_cell_0253	alpha	3
human1_lib2.final_cell_0254	endothelial	7
human1_lib2.final_cell_0255	beta	4
human1_lib2.final_cell_0256	beta	4
human1_lib2.final_cell_0257	ductal	6
human1_lib2.final_cell_0258	delta	5
human1_lib2.final_cell_0259	beta	4
human1_lib2.final_cell_0260	beta	4
human1_lib2.final_cell_0261	alpha	3
human1_lib2.final_cell_0262	alpha	3
human1_lib2.final_cell_0263	delta	5
human1_lib2.final_cell_0264	gamma	9
human1_lib2.final_cell_0265	alpha	3
human1_lib2.final_cell_0266	beta	4
human1_lib2.final_cell_0267	alpha	3
human1_lib2.final_cell_0268	ductal	6
human1_lib2.final_cell_0269	beta	4
human1_lib2.final_cell_0270	gamma	9
human1_lib2.final_cell_0271	beta	4
human1_lib2.final_cell_0272	schwann	13
human1_lib2.final_cell_0273	delta	5
human1_lib2.final_cell_0274	beta	4
human1_lib2.final_cell_0275	alpha	3
human1_lib2.final_cell_0276	delta	5
human1_lib2.final_cell_0277	beta	4
human1_lib2.final_cell_0278	acinar	1
human1_lib2.final_cell_0279	beta	4
human1_lib2.final_cell_0280	beta	4
human1_lib2.final_cell_0281	beta	4
human1_lib2.final_cell_0282	beta	4
human1_lib2.final_cell_0283	beta	4
human1_lib2.final_cell_0284	alpha	3
human1_lib2.final_cell_0285	beta	4
human1_lib2.final_cell_0286	beta	4
human1_lib2.final_cell_0287	macrophage	10
human1_lib2.final_cell_0288	gamma	9
human1_lib2.final_cell_0289	beta	4
human1_lib2.final_cell_0290	beta	4
human1_lib2.final_cell_0291	alpha	3
human1_lib2.final_cell_0292	acinar	1
human1_lib2.final_cell_0293	endothelial	7
human1_lib2.final_cell_0294	alpha	3
human1_lib2.final_cell_0295	beta	4
human1_lib2.final_cell_0296	alpha	3
human1_lib2.final_cell_0297	alpha	3
human1_lib2.final_cell_0298	alpha	3
human1_lib2.final_cell_0299	beta	4
human1_lib2.final_cell_0300	beta	4
human1_lib2.final_cell_0301	alpha	3
human1_lib2.final_cell_0302	alpha	3
human1_lib2.final_cell_0303	macrophage	10
human1_lib2.final_cell_0304	alpha	3
human1_lib2.final_cell_0305	beta	4
human1_lib2.final_cell_0306	beta	4
human1_lib2.final_cell_0307	beta	4
human1_lib2.final_cell_0308	alpha	3
human1_lib2.final_cell_0309	activated_stellate	2
human1_lib2.final_cell_0310	delta	5
human1_lib2.final_cell_0311	alpha	3
human1_lib2.final_cell_0312	alpha	3
human1_lib2.final_cell_0313	endothelial	7
human1_lib2.final_cell_0314	beta	4
human1_lib2.final_cell_0315	delta	5
human1_lib2.final_cell_0316	beta	4
human1_lib2.final_cell_0317	beta	4
human1_lib2.final_cell_0318	beta	4
human1_lib2.final_cell_0319	ductal	6
human1_lib2.final_cell_0320	beta	4
human1_lib2.final_cell_0321	ductal	6
human1_lib2.final_cell_0322	beta	4
human1_lib2.final_cell_0323	beta	4
human1_lib2.final_cell_0324	activated_stellate	2
human1_lib2.final_cell_0325	beta	4
human1_lib2.final_cell_0326	ductal	6
human1_lib2.final_cell_0327	beta	4
human1_lib2.final_cell_0328	beta	4
human1_lib2.final_cell_0329	delta	5
human1_lib2.final_cell_0330	ductal	6
human1_lib2.final_cell_0331	alpha	3
human1_lib2.final_cell_0332	ductal	6
human1_lib2.final_cell_0333	beta	4
human1_lib2.final_cell_0334	gamma	9
human1_lib2.final_cell_0335	ductal	6
human1_lib2.final_cell_0336	beta	4
human1_lib2.final_cell_0337	gamma	9
human1_lib2.final_cell_0338	delta	5
human1_lib2.final_cell_0339	alpha	3
human1_lib2.final_cell_0340	gamma	9
human1_lib2.final_cell_0341	alpha	3
human1_lib2.final_cell_0342	beta	4
human1_lib2.final_cell_0343	macrophage	10
human1_lib2.final_cell_0344	beta	4
human1_lib2.final_cell_0345	beta	4
human1_lib2.final_cell_0346	quiescent_stellate	12
human1_lib2.final_cell_0347	delta	5
human1_lib2.final_cell_0348	beta	4
human1_lib2.final_cell_0349	alpha	3
human1_lib2.final_cell_0350	beta	4
human1_lib2.final_cell_0351	alpha	3
human1_lib2.final_cell_0352	beta	4
human1_lib2.final_cell_0353	beta	4
human1_lib2.final_cell_0354	gamma	9
human1_lib2.final_cell_0355	alpha	3
human1_lib2.final_cell_0356	beta	4
human1_lib2.final_cell_0357	beta	4
human1_lib2.final_cell_0358	beta	4
human1_lib2.final_cell_0359	beta	4
human1_lib2.final_cell_0360	macrophage	10
human1_lib2.final_cell_0361	beta	4
human1_lib2.final_cell_0362	delta	5
human1_lib2.final_cell_0363	beta	4
human1_lib2.final_cell_0364	gamma	9
human1_lib2.final_cell_0365	epsilon	8
human1_lib2.final_cell_0366	delta	5
human1_lib2.final_cell_0367	alpha	3
human1_lib2.final_cell_0368	beta	4
human1_lib2.final_cell_0369	beta	4
human1_lib2.final_cell_0370	delta	5
human1_lib2.final_cell_0371	alpha	3
human1_lib2.final_cell_0372	endothelial	7
human1_lib2.final_cell_0373	beta	4
human1_lib2.final_cell_0374	activated_stellate	2
human1_lib2.final_cell_0375	acinar	1
human1_lib2.final_cell_0376	beta	4
human1_lib2.final_cell_0377	acinar	1
human1_lib2.final_cell_0378	alpha	3
human1_lib2.final_cell_0379	gamma	9
human1_lib2.final_cell_0380	macrophage	10
human1_lib2.final_cell_0381	beta	4
human1_lib2.final_cell_0382	beta	4
human1_lib2.final_cell_0383	acinar	1
human1_lib2.final_cell_0384	beta	4
human1_lib2.final_cell_0385	beta	4
human1_lib2.final_cell_0386	alpha	3
human1_lib2.final_cell_0387	delta	5
human1_lib2.final_cell_0388	beta	4
human1_lib2.final_cell_0389	ductal	6
human1_lib2.final_cell_0390	alpha	3
human1_lib2.final_cell_0391	beta	4
human1_lib2.final_cell_0392	delta	5
human1_lib2.final_cell_0393	beta	4
human1_lib2.final_cell_0394	beta	4
human1_lib2.final_cell_0395	acinar	1
human1_lib2.final_cell_0396	beta	4
human1_lib2.final_cell_0397	beta	4
human1_lib2.final_cell_0398	beta	4
human1_lib2.final_cell_0399	alpha	3
human1_lib2.final_cell_0400	alpha	3
human1_lib2.final_cell_0401	alpha	3
human1_lib2.final_cell_0402	ductal	6
human1_lib2.final_cell_0403	alpha	3
human1_lib2.final_cell_0404	acinar	1
human1_lib2.final_cell_0405	acinar	1
human1_lib2.final_cell_0406	beta	4
human1_lib2.final_cell_0407	delta	5
human1_lib2.final_cell_0408	quiescent_stellate	12
human1_lib2.final_cell_0409	alpha	3
human1_lib2.final_cell_0410	delta	5
human1_lib2.final_cell_0411	beta	4
human1_lib2.final_cell_0412	ductal	6
human1_lib2.final_cell_0413	beta	4
human1_lib2.final_cell_0414	beta	4
human1_lib2.final_cell_0415	beta	4
human1_lib2.final_cell_0416	beta	4
human1_lib2.final_cell_0417	quiescent_stellate	12
human1_lib2.final_cell_0418	endothelial	7
human1_lib2.final_cell_0419	acinar	1
human1_lib2.final_cell_0420	activated_stellate	2
human1_lib2.final_cell_0421	delta	5
human1_lib2.final_cell_0422	beta	4
human1_lib2.final_cell_0423	alpha	3
human1_lib2.final_cell_0424	endothelial	7
human1_lib2.final_cell_0425	endothelial	7
human1_lib2.final_cell_0426	alpha	3
human1_lib2.final_cell_0427	beta	4
human1_lib2.final_cell_0428	gamma	9
human1_lib2.final_cell_0429	beta	4
human1_lib2.final_cell_0430	ductal	6
human1_lib2.final_cell_0431	activated_stellate	2
human1_lib2.final_cell_0432	alpha	3
human1_lib2.final_cell_0433	beta	4
human1_lib2.final_cell_0434	beta	4
human1_lib2.final_cell_0435	alpha	3
human1_lib2.final_cell_0436	acinar	1
human1_lib2.final_cell_0437	quiescent_stellate	12
human1_lib2.final_cell_0438	beta	4
human1_lib2.final_cell_0439	alpha	3
human1_lib2.final_cell_0440	beta	4
human1_lib2.final_cell_0441	ductal	6
human1_lib2.final_cell_0442	beta	4
human1_lib2.final_cell_0443	delta	5
human1_lib2.final_cell_0444	beta	4
human1_lib2.final_cell_0445	beta	4
human1_lib2.final_cell_0446	beta	4
human1_lib2.final_cell_0447	beta	4
human1_lib2.final_cell_0448	quiescent_stellate	12
human1_lib2.final_cell_0449	beta	4
human1_lib2.final_cell_0450	beta	4
human1_lib2.final_cell_0451	schwann	13
human1_lib2.final_cell_0452	endothelial	7
human1_lib2.final_cell_0453	beta	4
human1_lib2.final_cell_0454	beta	4
human1_lib2.final_cell_0455	ductal	6
human1_lib2.final_cell_0456	gamma	9
human1_lib2.final_cell_0457	alpha	3
human1_lib2.final_cell_0458	gamma	9
human1_lib2.final_cell_0459	alpha	3
human1_lib2.final_cell_0460	quiescent_stellate	12
human1_lib2.final_cell_0461	endothelial	7
human1_lib2.final_cell_0462	quiescent_stellate	12
human1_lib2.final_cell_0463	delta	5
human1_lib2.final_cell_0464	beta	4
human1_lib2.final_cell_0465	ductal	6
human1_lib2.final_cell_0466	endothelial	7
human1_lib2.final_cell_0467	beta	4
human1_lib2.final_cell_0468	delta	5
human1_lib2.final_cell_0469	activated_stellate	2
human1_lib2.final_cell_0470	endothelial	7
human1_lib2.final_cell_0471	acinar	1
human1_lib2.final_cell_0472	endothelial	7
human1_lib2.final_cell_0473	delta	5
human1_lib2.final_cell_0474	gamma	9
human1_lib2.final_cell_0475	activated_stellate	2
human1_lib2.final_cell_0476	endothelial	7
human1_lib2.final_cell_0477	beta	4
human1_lib2.final_cell_0478	ductal	6
human1_lib2.final_cell_0479	beta	4
human1_lib2.final_cell_0480	beta	4
human1_lib2.final_cell_0481	alpha	3
human1_lib2.final_cell_0482	alpha	3
human1_lib2.final_cell_0483	beta	4
human1_lib2.final_cell_0484	ductal	6
human1_lib2.final_cell_0485	beta	4
human1_lib2.final_cell_0486	alpha	3
human1_lib2.final_cell_0487	endothelial	7
human1_lib2.final_cell_0488	endothelial	7
human1_lib2.final_cell_0489	beta	4
human1_lib2.final_cell_0490	endothelial	7
human1_lib2.final_cell_0491	endothelial	7
human1_lib2.final_cell_0492	alpha	3
human1_lib2.final_cell_0493	quiescent_stellate	12
human1_lib2.final_cell_0494	ductal	6
human1_lib2.final_cell_0495	beta	4
human1_lib2.final_cell_0496	quiescent_stellate	12
human1_lib2.final_cell_0497	epsilon	8
human1_lib2.final_cell_0498	delta	5
human1_lib2.final_cell_0499	macrophage	10
human1_lib2.final_cell_0500	gamma	9
human1_lib2.final_cell_0501	ductal	6
human1_lib2.final_cell_0502	alpha	3
human1_lib2.final_cell_0503	beta	4
human1_lib2.final_cell_0504	alpha	3
human1_lib2.final_cell_0505	endothelial	7
human1_lib2.final_cell_0506	beta	4
human1_lib2.final_cell_0507	gamma	9
human1_lib2.final_cell_0508	beta	4
human1_lib2.final_cell_0509	beta	4
human1_lib2.final_cell_0510	quiescent_stellate	12
human1_lib2.final_cell_0511	alpha	3
human1_lib2.final_cell_0512	beta	4
human1_lib2.final_cell_0513	gamma	9
human1_lib2.final_cell_0514	alpha	3
human1_lib2.final_cell_0515	alpha	3
human1_lib2.final_cell_0516	beta	4
human1_lib2.final_cell_0517	endothelial	7
human1_lib2.final_cell_0518	beta	4
human1_lib2.final_cell_0519	quiescent_stellate	12
human1_lib2.final_cell_0520	endothelial	7
human1_lib2.final_cell_0521	beta	4
human1_lib2.final_cell_0522	beta	4
human1_lib2.final_cell_0523	beta	4
human1_lib2.final_cell_0524	beta	4
human1_lib2.final_cell_0525	ductal	6
human1_lib2.final_cell_0526	beta	4
human1_lib2.final_cell_0527	alpha	3
human1_lib2.final_cell_0528	quiescent_stellate	12
human1_lib2.final_cell_0529	beta	4
human1_lib2.final_cell_0530	endothelial	7
human1_lib2.final_cell_0531	beta	4
human1_lib2.final_cell_0532	ductal	6
human1_lib2.final_cell_0533	ductal	6
human1_lib2.final_cell_0534	beta	4
human1_lib2.final_cell_0535	activated_stellate	2
human1_lib2.final_cell_0536	beta	4
human1_lib2.final_cell_0537	ductal	6
human1_lib2.final_cell_0538	beta	4
human1_lib2.final_cell_0539	endothelial	7
human1_lib2.final_cell_0540	beta	4
human1_lib2.final_cell_0541	beta	4
human1_lib2.final_cell_0542	acinar	1
human1_lib2.final_cell_0543	alpha	3
human1_lib2.final_cell_0544	schwann	13
human1_lib2.final_cell_0545	beta	4
human1_lib2.final_cell_0546	beta	4
human1_lib2.final_cell_0547	quiescent_stellate	12
human1_lib2.final_cell_0548	beta	4
human1_lib2.final_cell_0549	gamma	9
human1_lib2.final_cell_0550	endothelial	7
human1_lib2.final_cell_0551	beta	4
human1_lib2.final_cell_0552	mast	11
human1_lib2.final_cell_0553	beta	4
human1_lib2.final_cell_0554	gamma	9
human1_lib2.final_cell_0555	quiescent_stellate	12
human1_lib2.final_cell_0556	beta	4
human1_lib2.final_cell_0557	beta	4
human1_lib2.final_cell_0558	beta	4
human1_lib2.final_cell_0559	endothelial	7
human1_lib2.final_cell_0560	beta	4
human1_lib2.final_cell_0561	alpha	3
human1_lib2.final_cell_0562	quiescent_stellate	12
human1_lib2.final_cell_0563	activated_stellate	2
human1_lib2.final_cell_0564	beta	4
human1_lib2.final_cell_0565	alpha	3
human1_lib2.final_cell_0566	endothelial	7
human1_lib2.final_cell_0567	quiescent_stellate	12
human1_lib2.final_cell_0568	endothelial	7
human1_lib2.final_cell_0569	endothelial	7
human1_lib2.final_cell_0570	endothelial	7
human1_lib2.final_cell_0571	endothelial	7
human1_lib2.final_cell_0572	ductal	6
human1_lib2.final_cell_0573	beta	4
human1_lib2.final_cell_0574	ductal	6
human1_lib2.final_cell_0575	quiescent_stellate	12
human1_lib2.final_cell_0576	beta	4
human1_lib2.final_cell_0577	endothelial	7
human1_lib2.final_cell_0578	endothelial	7
human1_lib2.final_cell_0579	alpha	3
human1_lib2.final_cell_0580	quiescent_stellate	12
human1_lib2.final_cell_0581	alpha	3
human1_lib2.final_cell_0582	acinar	1
human1_lib2.final_cell_0583	gamma	9
human1_lib2.final_cell_0584	endothelial	7
human1_lib2.final_cell_0585	beta	4
human1_lib2.final_cell_0586	quiescent_stellate	12
human1_lib2.final_cell_0587	activated_stellate	2
human1_lib2.final_cell_0588	beta	4
human1_lib2.final_cell_0589	beta	4
human1_lib2.final_cell_0590	endothelial	7
human1_lib2.final_cell_0591	alpha	3
human1_lib2.final_cell_0592	quiescent_stellate	12
human1_lib2.final_cell_0593	quiescent_stellate	12
human1_lib2.final_cell_0594	quiescent_stellate	12
human1_lib2.final_cell_0595	quiescent_stellate	12
human1_lib2.final_cell_0596	endothelial	7
human1_lib2.final_cell_0597	beta	4
human1_lib2.final_cell_0598	quiescent_stellate	12
human1_lib2.final_cell_0599	beta	4
human1_lib2.final_cell_0600	quiescent_stellate	12
human1_lib2.final_cell_0601	quiescent_stellate	12
human1_lib2.final_cell_0602	beta	4
human1_lib2.final_cell_0603	beta	4
human1_lib2.final_cell_0604	beta	4
human1_lib2.final_cell_0605	beta	4
human1_lib2.final_cell_0606	beta	4
human1_lib2.final_cell_0607	endothelial	7
human1_lib2.final_cell_0608	alpha	3
human1_lib2.final_cell_0609	beta	4
human1_lib2.final_cell_0610	endothelial	7
human1_lib2.final_cell_0611	endothelial	7
human1_lib2.final_cell_0612	activated_stellate	2
human1_lib2.final_cell_0613	alpha	3
human1_lib2.final_cell_0614	beta	4
human1_lib2.final_cell_0615	beta	4
human1_lib2.final_cell_0616	acinar	1
human1_lib2.final_cell_0617	quiescent_stellate	12
human1_lib2.final_cell_0618	endothelial	7
human1_lib2.final_cell_0619	endothelial	7
human1_lib2.final_cell_0620	endothelial	7
human1_lib2.final_cell_0621	delta	5
human1_lib2.final_cell_0622	endothelial	7
human1_lib2.final_cell_0623	alpha	3
human1_lib2.final_cell_0624	beta	4
human1_lib2.final_cell_0625	quiescent_stellate	12
human1_lib2.final_cell_0626	endothelial	7
human1_lib2.final_cell_0627	quiescent_stellate	12
human1_lib2.final_cell_0628	alpha	3
human1_lib2.final_cell_0629	quiescent_stellate	12
human1_lib3.final_cell_0001	acinar	1
human1_lib3.final_cell_0002	acinar	1
human1_lib3.final_cell_0003	delta	5
human1_lib3.final_cell_0004	acinar	1
human1_lib3.final_cell_0005	activated_stellate	2
human1_lib3.final_cell_0006	acinar	1
human1_lib3.final_cell_0007	acinar	1
human1_lib3.final_cell_0008	delta	5
human1_lib3.final_cell_0009	delta	5
human1_lib3.final_cell_0010	delta	5
human1_lib3.final_cell_0011	acinar	1
human1_lib3.final_cell_0012	beta	4
human1_lib3.final_cell_0013	activated_stellate	2
